age,attrition,department,distance from home (miles),education,education field,marital status,monthly income,number of companies worked,work life balance,years at company
48,1,Sales,7,College,Medical,Married,2655,2,Better,9
32,1,Research & Development,2,Master,Life Sciences,Single,1393,1,Better,1
26,0,Research & Development,7,Bachelor,Medical,Single,2570,1,Better,7
55,0,Research & Development,22,Bachelor,Technical Degree,Divorced,3537,5,Better,4
34,0,Research & Development,5,College,Medical,Married,3986,1,Best,15
60,0,Research & Development,1,Master,Medical,Divorced,10883,3,Best,1
33,0,Research & Development,21,Bachelor,Medical,Married,2028,1,Better,14
37,0,Sales,1,Master,Medical,Divorced,9525,1,Good,6
34,0,Research & Development,19,Bachelor,Life Sciences,Married,2929,1,Better,10
23,1,Sales,7,Bachelor,Life Sciences,Divorced,2275,1,Better,3
44,0,Research & Development,2,Bachelor,Life Sciences,Married,7879,1,Better,8
35,0,Research & Development,2,Master,Medical,Single,4930,0,Best,5
43,0,Sales,2,Bachelor,Medical,Married,7847,1,Better,10
24,0,Research & Development,9,Bachelor,Medical,Married,4401,1,Better,5
41,0,Sales,6,Bachelor,Marketing,Single,9241,1,Better,10
29,0,Research & Development,9,Master,Medical,Married,2974,9,Better,5
36,0,Sales,2,Master,Life Sciences,Single,4502,3,Good,13
45,0,Research & Development,1,Below College,Life Sciences,Married,10748,3,Good,23
24,1,Human Resources,22,Below College,Human Resources,Married,1555,1,Better,1
47,1,Sales,9,Bachelor,Life Sciences,Married,12936,7,Bad,23
26,0,Research & Development,17,Master,Medical,Married,2305,1,Best,3
45,0,Research & Development,28,College,Technical Degree,Single,16704,1,Better,21
32,0,Research & Development,10,Bachelor,Life Sciences,Married,3433,6,Good,5
31,0,Research & Development,2,Master,Life Sciences,Married,3477,1,Best,5
41,0,Human Resources,4,Bachelor,Human Resources,Married,6430,6,Better,3
40,0,Research & Development,8,College,Life Sciences,Married,6516,2,Better,1
24,0,Research & Development,29,Below College,Medical,Divorced,3907,1,Best,6
46,0,Research & Development,13,Master,Life Sciences,Single,5562,6,Better,10
35,0,Research & Development,27,Master,Life Sciences,Married,6883,2,Better,7
30,0,Research & Development,16,Below College,Life Sciences,Married,2862,1,Good,10
47,0,Sales,2,Master,Marketing,Married,4978,7,Bad,1
46,0,Sales,2,Bachelor,Life Sciences,Divorced,10368,4,Good,10
36,1,Sales,13,Doctor,Marketing,Divorced,6134,5,Better,2
32,1,Sales,1,College,Life Sciences,Single,6735,6,Better,0
23,0,Research & Development,4,Below College,Medical,Single,3295,1,Bad,3
31,0,Research & Development,24,Below College,Technical Degree,Single,5238,2,Good,5
39,0,Research & Development,1,Bachelor,Life Sciences,Married,6472,1,Better,9
32,0,Sales,19,Bachelor,Life Sciences,Married,9610,3,Bad,4
40,0,Sales,7,Master,Medical,Single,19833,1,Good,21
45,0,Human Resources,4,Bachelor,Life Sciences,Married,9756,4,Best,5
30,0,Research & Development,2,Master,Technical Degree,Single,4968,0,Better,9
24,0,Human Resources,10,Bachelor,Medical,Married,2145,0,Better,2
30,1,Human Resources,8,Bachelor,Human Resources,Divorced,2180,6,Good,4
31,0,Sales,5,Bachelor,Technical Degree,Married,8346,1,Better,5
27,0,Research & Development,8,Bachelor,Medical,Single,3445,1,Good,6
29,1,Sales,9,Bachelor,Marketing,Single,2760,1,Better,2
29,0,Research & Development,1,Bachelor,Life Sciences,Single,6294,8,Best,3
30,0,Sales,15,College,Marketing,Divorced,7140,2,Better,7
34,0,Research & Development,2,Master,Medical,Married,2932,0,Better,5
33,0,Sales,2,Bachelor,Marketing,Single,5147,8,Good,11
49,0,Sales,11,Master,Marketing,Single,4507,3,Best,5
33,1,Sales,16,Bachelor,Life Sciences,Single,8564,2,Good,0
38,0,Research & Development,2,College,Medical,Married,2468,4,Good,6
31,1,Sales,16,Master,Marketing,Married,8161,2,Better,1
29,0,Research & Development,4,Bachelor,Technical Degree,Divorced,2109,1,Better,1
30,0,Research & Development,16,Bachelor,Life Sciences,Married,5294,3,Better,7
32,0,Research & Development,5,Master,Technical Degree,Single,2718,2,Better,7
38,0,Research & Development,18,Bachelor,Medical,Married,5811,3,Better,1
43,1,Research & Development,17,Bachelor,Technical Degree,Married,2437,9,Better,1
42,0,Research & Development,12,Bachelor,Medical,Divorced,2766,8,Good,5
55,0,Research & Development,2,Bachelor,Medical,Married,19038,8,Better,1
33,0,Research & Development,4,Bachelor,Technical Degree,Divorced,3055,5,Good,9
41,0,Research & Development,9,Master,Life Sciences,Divorced,2289,1,Better,5
34,0,Sales,10,Bachelor,Life Sciences,Divorced,4001,1,Better,15
53,0,Research & Development,1,Master,Medical,Married,12965,4,Good,3
43,0,Human Resources,2,Bachelor,Life Sciences,Single,3539,0,Better,9
34,0,Sales,3,College,Life Sciences,Single,6029,5,Better,2
21,1,Sales,7,Below College,Marketing,Single,2679,1,Better,1
38,0,Research & Development,6,College,Other,Married,3702,1,Better,5
22,1,Research & Development,8,Below College,Medical,Married,2398,1,Better,1
31,0,Sales,29,Master,Marketing,Married,5468,1,Better,12
51,0,Research & Development,3,Bachelor,Technical Degree,Married,13116,2,Better,2
37,0,Sales,9,College,Marketing,Married,4189,1,Better,5
46,0,Research & Development,2,Master,Medical,Divorced,19328,7,Better,2
36,0,Research & Development,10,Bachelor,Life Sciences,Married,8321,7,Better,12
44,1,Research & Development,1,College,Medical,Divorced,2342,1,Good,5
37,0,Human Resources,8,College,Other,Divorced,4071,2,Good,10
35,1,Sales,27,Bachelor,Life Sciences,Single,5813,1,Better,10
33,0,Research & Development,8,Master,Life Sciences,Married,3143,6,Better,10
28,0,Research & Development,1,Bachelor,Life Sciences,Married,2044,1,Best,5
39,0,Research & Development,10,Below College,Medical,Single,13464,7,Better,4
46,0,Sales,26,College,Life Sciences,Single,7991,8,Better,2
40,0,Research & Development,2,College,Life Sciences,Married,3377,4,Good,4
42,0,Research & Development,13,Bachelor,Medical,Married,5538,5,Good,0
35,0,Research & Development,2,College,Medical,Divorced,5762,2,Better,7
38,0,Human Resources,2,Bachelor,Human Resources,Divorced,2592,5,Better,11
34,1,Research & Development,9,Master,Life Sciences,Married,5346,4,Good,7
37,1,Research & Development,10,Master,Medical,Single,4213,1,Bad,10
39,0,Sales,20,Bachelor,Life Sciences,Divorced,4127,2,Better,2
43,0,Research & Development,9,Bachelor,Life Sciences,Single,2438,4,Good,3
41,0,Research & Development,5,Bachelor,Life Sciences,Single,6870,3,Bad,3
41,0,Sales,4,Below College,Marketing,Divorced,10447,0,Best,22
30,0,Research & Development,10,Bachelor,Medical,Single,9667,9,Better,7
26,1,Human Resources,20,College,Medical,Married,2148,0,Better,5
46,1,Research & Development,21,College,Medical,Married,8926,4,Best,9
40,0,Research & Development,1,Bachelor,Life Sciences,Divorced,6513,4,Better,5
34,0,Sales,8,College,Technical Degree,Married,6799,1,Better,10
58,0,Sales,2,Bachelor,Medical,Divorced,16291,4,Good,16
35,0,Research & Development,23,Master,Medical,Married,2705,0,Best,5
47,0,Research & Development,4,Bachelor,Life Sciences,Divorced,10333,8,Better,22
40,0,Research & Development,12,Bachelor,Life Sciences,Divorced,4448,2,Better,7
54,0,Research & Development,7,Master,Medical,Married,6854,4,Good,7
31,0,Sales,7,Master,Marketing,Married,9637,2,Better,3
28,0,Research & Development,1,Bachelor,Medical,Married,3591,1,Better,3
38,0,Sales,2,Master,Marketing,Married,5405,2,Good,4
26,0,Sales,10,Bachelor,Medical,Single,4684,1,Better,5
58,0,Research & Development,15,Master,Life Sciences,Married,15787,2,Better,2
18,0,Research & Development,14,Bachelor,Medical,Single,1514,1,Bad,0
31,1,Human Resources,18,Doctor,Human Resources,Married,2956,0,Better,1
29,1,Human Resources,13,Bachelor,Human Resources,Divorced,2335,4,Better,2
45,0,Sales,2,Master,Life Sciences,Married,5154,4,Best,8
36,0,Research & Development,2,Master,Other,Married,6962,4,Better,1
43,0,Sales,2,Master,Life Sciences,Married,5675,1,Better,7
27,0,Research & Development,5,College,Life Sciences,Single,2379,0,Good,5
29,0,Research & Development,20,Below College,Medical,Married,3812,1,Best,11
32,0,Sales,10,Master,Marketing,Single,4648,8,Best,0
42,0,Research & Development,10,Master,Technical Degree,Married,2936,3,Good,6
47,0,Research & Development,9,Master,Life Sciences,Single,2105,4,Better,2
46,0,Research & Development,2,College,Life Sciences,Divorced,8578,3,Good,9
28,0,Human Resources,1,College,Life Sciences,Divorced,2706,1,Better,3
29,0,Research & Development,29,Below College,Life Sciences,Divorced,6384,8,Better,7
42,0,Research & Development,8,Bachelor,Life Sciences,Single,3968,4,Better,0
32,1,Sales,2,Master,Marketing,Single,9907,7,Good,2
46,0,Sales,3,Bachelor,Technical Degree,Divorced,13225,2,Better,19
27,0,Sales,23,Below College,Medical,Married,3540,1,Better,9
29,0,Human Resources,6,Below College,Medical,Married,2804,1,Better,1
43,0,Research & Development,6,Bachelor,Medical,Married,19392,7,Better,16
48,0,Research & Development,10,Bachelor,Life Sciences,Married,19665,4,Better,22
29,1,Research & Development,24,College,Life Sciences,Single,2439,1,Good,1
46,1,Sales,10,Bachelor,Life Sciences,Married,7314,5,Better,8
27,0,Research & Development,15,Bachelor,Life Sciences,Married,4774,0,Good,7
39,0,Research & Development,19,Master,Other,Divorced,3902,8,Better,2
55,0,Research & Development,2,Master,Technical Degree,Married,2662,8,Best,5
28,0,Sales,3,Bachelor,Medical,Married,2856,1,Better,1
30,1,Sales,9,Bachelor,Medical,Single,1081,1,Good,1
22,1,Research & Development,7,Below College,Life Sciences,Single,2472,1,Better,1
36,0,Sales,10,Master,Technical Degree,Married,5673,1,Better,10
31,0,Research & Development,20,Bachelor,Life Sciences,Divorced,4197,1,Better,10
34,0,Sales,4,Bachelor,Life Sciences,Married,9713,2,Better,5
29,0,Research & Development,7,Bachelor,Life Sciences,Single,2062,3,Better,3
37,0,Research & Development,7,Master,Medical,Married,4284,5,Better,5
35,0,Research & Development,16,College,Other,Married,4788,0,Better,3
45,0,Research & Development,25,College,Life Sciences,Married,5906,0,Good,9
36,0,Human Resources,2,Below College,Human Resources,Single,3886,1,Good,10
40,0,Research & Development,1,Master,Life Sciences,Divorced,16823,2,Better,19
26,0,Research & Development,1,College,Life Sciences,Married,2933,1,Good,1
27,0,Sales,2,College,Medical,Single,6500,0,Good,8
48,0,Research & Development,22,Bachelor,Medical,Divorced,17174,3,Better,22
44,0,Research & Development,1,Master,Life Sciences,Married,5033,2,Better,2
34,1,Research & Development,16,Master,Technical Degree,Married,2307,1,Better,5
56,1,Research & Development,24,College,Life Sciences,Single,2587,1,Better,4
36,0,Sales,17,College,Marketing,Married,5507,2,Bad,4
41,0,Sales,8,Bachelor,Marketing,Married,4393,5,Better,5
42,0,Research & Development,6,Bachelor,Medical,Married,13348,9,Best,13
31,0,Sales,10,College,Medical,Divorced,6583,2,Better,5
34,0,Sales,3,Below College,Medical,Married,8103,3,Good,4
31,0,Research & Development,4,Bachelor,Medical,Divorced,3978,8,Good,2
26,0,Research & Development,6,Bachelor,Other,Married,2544,0,Better,7
45,0,Research & Development,1,Master,Medical,Single,5399,4,Better,4
33,0,Sales,10,Master,Marketing,Single,5487,1,Good,10
28,0,Sales,1,College,Life Sciences,Married,6834,1,Better,7
29,1,Sales,24,Bachelor,Technical Degree,Single,1091,1,Better,1
39,0,Sales,21,Master,Life Sciences,Married,5736,6,Better,3
27,0,Research & Development,2,Master,Technical Degree,Married,2226,1,Good,5
34,0,Research & Development,22,Master,Other,Married,5747,1,Better,15
28,1,Sales,13,College,Marketing,Single,9854,3,Better,2
47,0,Research & Development,14,Master,Technical Degree,Married,5467,8,Best,8
56,0,Sales,11,Doctor,Marketing,Married,5380,4,Better,0
39,0,Research & Development,9,College,Medical,Married,5151,1,Better,10
38,0,Research & Development,8,Bachelor,Medical,Divorced,2133,1,Better,20
58,0,Sales,21,Bachelor,Life Sciences,Married,17875,4,Good,1
32,1,Research & Development,5,College,Life Sciences,Single,2432,3,Better,4
38,0,Research & Development,9,College,Life Sciences,Divorced,4771,2,Best,5
49,0,Research & Development,2,Below College,Life Sciences,Married,19161,3,Better,5
42,0,Sales,12,Master,Marketing,Divorced,5087,3,Better,0
27,1,Human Resources,22,Bachelor,Human Resources,Married,2863,1,Better,1
35,0,Sales,18,Master,Medical,Married,5561,0,Bad,5
28,0,Research & Development,16,Bachelor,Medical,Single,2144,1,Good,5
31,0,Research & Development,3,College,Medical,Divorced,3065,1,Best,4
36,0,Research & Development,9,Master,Life Sciences,Married,2810,1,Better,5
34,0,Sales,1,Bachelor,Marketing,Single,9888,1,Good,14
34,0,Sales,13,Master,Medical,Divorced,8628,1,Good,8
26,0,Research & Development,1,Bachelor,Medical,Single,2867,0,Good,7
29,0,Research & Development,1,Bachelor,Life Sciences,Married,5373,0,Good,5
32,0,Research & Development,15,Master,Medical,Divorced,6667,5,Better,5
31,0,Research & Development,1,Bachelor,Life Sciences,Married,5003,1,Better,10
28,1,Research & Development,17,Bachelor,Technical Degree,Divorced,2367,5,Good,4
38,0,Sales,1,Bachelor,Life Sciences,Single,2858,4,Good,1
35,0,Sales,7,Master,Life Sciences,Married,5204,1,Better,10
27,0,Sales,9,Bachelor,Marketing,Single,4105,1,Better,7
32,0,Research & Development,5,Master,Life Sciences,Single,9679,8,Better,1
31,1,Sales,26,Master,Marketing,Married,5617,1,Better,10
53,1,Sales,24,Master,Life Sciences,Single,10448,6,Good,2
54,0,Research & Development,9,College,Life Sciences,Married,2897,3,Good,4
33,0,Research & Development,7,College,Life Sciences,Divorced,5968,1,Better,9
43,0,Research & Development,11,Bachelor,Life Sciences,Married,7510,1,Better,10
38,0,Human Resources,1,Master,Other,Married,2991,0,Better,6
55,0,Human Resources,26,Master,Human Resources,Married,19636,4,Better,10
31,0,Research & Development,2,Below College,Medical,Divorced,1129,1,Better,1
39,0,Sales,15,Master,Marketing,Single,13341,0,Better,20
42,0,Research & Development,23,College,Life Sciences,Single,4332,1,Better,20
31,0,Research & Development,10,Bachelor,Medical,Married,11031,4,Best,11
54,0,Research & Development,10,Bachelor,Medical,Single,4440,6,Better,5
24,0,Research & Development,1,College,Life Sciences,Single,4617,1,Good,4
23,0,Research & Development,12,College,Other,Single,2647,1,Best,5
40,0,Research & Development,11,Bachelor,Technical Degree,Married,6323,1,Best,10
40,0,Sales,2,College,Marketing,Married,5677,3,Better,11
25,0,Human Resources,2,Bachelor,Human Resources,Married,2187,4,Better,2
30,0,Research & Development,1,College,Medical,Married,3748,1,Good,12
25,0,Research & Development,2,Below College,Other,Divorced,3977,6,Good,2
47,0,Research & Development,25,Bachelor,Medical,Single,8633,2,Better,17
33,0,Research & Development,1,College,Medical,Divorced,2008,1,Good,1
38,0,Sales,1,Master,Life Sciences,Married,4440,0,Better,15
31,0,Sales,2,College,Life Sciences,Married,3067,0,Better,2
38,0,Research & Development,6,Master,Life Sciences,Married,5321,2,Better,8
42,0,Research & Development,18,Master,Life Sciences,Divorced,5410,6,Good,4
41,0,Research & Development,1,Bachelor,Life Sciences,Married,2782,3,Better,5
47,0,Research & Development,1,Below College,Medical,Married,11957,0,Bad,13
35,0,Research & Development,11,Master,Medical,Married,2660,7,Better,2
22,0,Research & Development,1,College,Life Sciences,Single,3375,0,Best,3
35,0,Research & Development,9,Master,Medical,Single,5098,1,Better,10
33,0,Research & Development,15,College,Medical,Married,4878,0,Better,9
32,0,Research & Development,29,Master,Life Sciences,Single,2837,1,Better,6
40,0,Research & Development,1,Master,Life Sciences,Married,2406,8,Good,1
32,0,Sales,1,Master,Medical,Married,2269,0,Better,2
39,0,Research & Development,24,Below College,Life Sciences,Single,4108,7,Better,7
38,0,Research & Development,10,Bachelor,Medical,Married,13206,3,Better,18
32,0,Sales,1,Master,Marketing,Married,10422,1,Better,14
37,0,Research & Development,10,Bachelor,Life Sciences,Married,13744,1,Better,16
25,0,Sales,8,College,Other,Divorced,4907,0,Good,5
52,0,Sales,29,Master,Life Sciences,Divorced,3482,2,Good,9
44,0,Research & Development,1,Bachelor,Medical,Single,2436,6,Better,4
21,0,Sales,5,Below College,Medical,Single,2380,1,Better,2
39,0,Research & Development,9,Bachelor,Life Sciences,Single,19431,2,Good,6
23,1,Sales,9,Bachelor,Marketing,Married,1790,1,Good,1
36,0,Sales,3,Bachelor,Medical,Married,7644,0,Better,9
36,0,Research & Development,4,College,Life Sciences,Divorced,5131,7,Better,4
56,0,Research & Development,1,Master,Life Sciences,Divorced,6306,1,Good,13
29,1,Research & Development,1,Master,Medical,Married,4787,9,Best,2
42,0,Research & Development,2,Bachelor,Life Sciences,Married,18880,5,Good,22
56,1,Research & Development,7,College,Technical Degree,Married,2339,8,Bad,10
41,0,Research & Development,28,Master,Life Sciences,Married,13570,0,Better,20
34,0,Sales,28,Bachelor,Marketing,Married,6712,1,Better,8
36,0,Sales,15,Master,Marketing,Divorced,5406,1,Good,15
41,0,Sales,3,Bachelor,Life Sciences,Divorced,8938,2,Better,5
32,0,Research & Development,2,Bachelor,Technical Degree,Single,2439,1,Better,4
35,0,Human Resources,26,Master,Life Sciences,Single,8837,1,Better,9
38,0,Sales,10,College,Life Sciences,Married,5343,1,Better,10
50,1,Sales,1,Master,Life Sciences,Divorced,6728,7,Better,6
36,0,Sales,11,Master,Marketing,Married,6652,4,Good,6
45,0,Sales,20,Bachelor,Life Sciences,Single,4850,8,Better,5
40,0,Research & Development,2,Master,Life Sciences,Single,2809,2,Better,2
35,0,Research & Development,18,Master,Life Sciences,Married,5689,1,Best,10
40,0,Research & Development,2,Master,Medical,Married,2001,2,Better,5
35,0,Research & Development,1,Master,Life Sciences,Married,2977,1,Better,4
29,0,Research & Development,13,College,Other,Married,4025,4,Better,4
29,0,Research & Development,28,Master,Medical,Single,3785,1,Bad,5
50,1,Sales,28,Bachelor,Marketing,Divorced,10854,4,Better,3
39,0,Sales,24,Below College,Marketing,Married,12031,0,Good,20
31,0,Research & Development,5,Bachelor,Medical,Single,9936,0,Better,9
26,0,Sales,5,Bachelor,Other,Single,2966,0,Better,4
36,0,Research & Development,23,College,Medical,Married,2571,4,Better,5
39,0,Research & Development,6,Below College,Medical,Married,9991,4,Better,7
27,0,Research & Development,4,Bachelor,Life Sciences,Married,6142,1,Better,6
49,0,Sales,2,Bachelor,Medical,Married,5390,2,Good,9
34,0,Research & Development,8,Bachelor,Medical,Married,4404,2,Best,4
